sent,label
 人物 生平 人物二 临死时 叮嘱 人物一 愈 美貌 女子 愈 朱九真 会 骗人 小心,0
 人物一 回 中原 张三丰 虚岁 张翠山 人物二 自杀,0
 人物二 说 人物一 六岁 他会 拉琴 妈妈 听 一首 曲子 多种不同 拉法 妈妈 听 问 妈妈 喜欢,0
 人物二 说 人物一 七岁 一天 母亲 带 牙医 忘记 路 人物一 指出 路 妈妈 问 晓得,0
 年 马孝骏 美国 去世 其妻 歌唱家 人物二 其子 大提琴 演奏家 人物一,0
 人物二 说 人物一 任何人 关心 分 种族 肤色,0
 人物二 说 人物一 从小 充满 爱心 充满 同情 关爱,0
 年 人物二 毅然 带 女儿 人物一 上海 返港 定居,0
 人物一 香港艺人 成龙 人物二 非婚生 女儿,0
 年 月 日 凌晨 人物二 香港 旧 山顶 道嘉诺 撒 医院 进行 剖腹产 手术 顺利 诞下 一女 人物二 取名为 人物一,0
 日前 记者 直击 帮 小龙女 日后 赴美 留学 铺路 人物二 不惜 花 巨资 年 人物一 转学 上海 美国 学校,0
 年 月 小龙女 满月 从母 姓 父亲 栏 空白 年 人物二 带 女儿 人物一 移居 上海,0
 人物二 年 影星 成龙 发生 婚外情 生 小龙女 人物一,0
 个人 生活 年 成龙 绯闻 女友 人物二 上海 定居 多年 成龙 私生女 人物一 绰号 小龙女,0
 年 月 日 人物二 旧金山 顶道 嘉诺 撒 医院 诞生 一女 取名为 人物一,0
 放暑假 呆 在家 人物一 妈妈 人物二 陪同 花鸟 市场 挑选 金鱼 鱼缸 前 停留 许久,0
 人物一 香港艺人 成龙 人物二 非婚生 女儿 绰号 小龙女,0
 人物一 个人 生活 年 成龙 绯闻 女友 人物二 上海 定居 多年 成龙 私生女 人物一 绰号 小龙女,0
 人物二 个人 生活 年 月 日 人物二 未婚 怀孕 生 女儿 人物一 生父 成龙,0
 妈妈 人物二 从小 单亲 教育 孩子 颇 信心 开玩笑 人物一 外婆 教育 孩子 反面教材,0
 后来 人物二 嫁给 宜都 王 刘义隆 成为 宜都 王妃 刘义隆 生 儿子 刘劭 女儿 东阳 献 公主 人物一,0
 人物一 中国 南北朝 宋文帝 刘义隆 嫡女 母亲 皇后 人物二,0
 东阳 献 公主 名 人物一 母 人物二 下嫁 王僧绰 王昙首 之子,0
 人物二 儿子 人物一 否认 母亲 存有 日记 梁思成 第二任 妻子 林洙 表示 从未见过 这方面 东西,0
 人物二 文集 文学 卷 年 百花文艺出版社 出版 图书 作者 人物一,0
 人物二 怀抱 人物一 说 人间 四月 天,0
 倏忽 人间 四月 天 回忆 母亲 人物二 人物一,0
 薪火 四代 内容 介绍 本书 梁启超 梁思成 人物二 人物一 梁帆 一家 四代 作品 精选本,0
 人物一 倏忽 人间 四月 天 节选 回忆 母亲 人物二,0
 梁思成 人物二 一家人 年 年 居住 七年 年 小儿子 人物一 出生,0
 位于 颜母 山前 颜母 庄内 纪念 人物一 母亲 人物二 而建,0
 人物一 姓孔 名丘 字 仲尼 春秋 鲁国 叔 梁纥 之子 母 人物二,0
 夫子 洞 又名 坤 灵洞 天然 石室 位于 尼山 孔庙 东南 崖 相传 人物一 母亲 人物二 祈祷 于尼丘 山而生 人物一,0
 人物一 岁 时 人物二 操劳过度 而逝,0
 人物二 文献 记载 司马迁 史记 人物一 世家 记载 纥 颜氏 女 野合 而生 人物一,0
 人物一 三岁时 叔 梁纥 卒 人物一 母子 叔 梁纥 正妻 施氏 所容 孔母 人物二 只好 携 人物一 孟皮 移居 曲阜 阙里 生活 艰难,0
 叔 梁纥 先 娶 施氏 无子 其妾 生 男 病足 复娶 人物二 生 人物一,0
 人物一 父叔 梁纥 邹邑 大夫 一子 孟皮 病 残疾 颜氏 女 人物二 结婚,0
 孟皮 脚有 毛病 当时 礼仪 不宜 继嗣 年轻 女子 人物二 野合 而生 人物一,0
 学者 猜测 后世 掩盖 人物一 叔 梁纥 人物二 野合 而生,0
 人物二 人物 生平 叔 梁纥 死 人物二 人物一 生活 相当 困难,0
 先 君子 谓 人物一 人物一 母 人物二 其嫁 叔 梁纥 纥 晚年 非正妻,0
 人物二 生 人物一 时 尼丘山 祈祷 怀下 人物一 故起 名为 丘 字 仲尼,0
 叔 梁纥 晚年 人物二 生下 人物一,0
 人物一 父亲 为叔 梁纥 叔梁 字 纥 为名 母亲 人物二,0
 叔 梁纥 晚年 年轻 女子 人物二 生 人物一,0
 叔 梁纥 先 娶 施氏 无子 其妾 生 男 病卒 复娶 人物二 生 人物一,0
 人物 生平 叔 梁纥 死 人物二 人物一 生活 相当 困难,0
 人物二 后于 女陵 山生 人物一 起名 孔丘 字 仲尼,0
 人物二 野合 生 人物一 时叔 梁纥 岁 人物二 岁,0
 人物二 名分 施氏 叔 梁纥 正妻 不能 相比 原因 人物二 人物一 不能 参加 叔 梁纥 祭祀,0
 宋佳 人物二 人物一 母,0
 坚强 勇敢 人物二 极为 艰难 情况 人物一 培养 成 身高 九尺 六寸 博学 闻名 英才,0
 人物二 人物一 一生 中 重要 女性 拥有 屡经 坎坷 悲情 一生 宋佳 出 道 首度 挑战 苦情 人物,0
 鲁昭公 七年 前 年 人物一 十七岁 时 母 人物二 卒 其父 合葬 于防,0
 人物一 岁 时 孔母 人物二 卒 他服 三年 丧,0
 相传 人物一 母亲 人物二 祈祷 于尼丘 山而生 人物一,0
 王学 圻 剧中 饰演 人物一 父亲 孔叔梁 孔叔梁 奴隶 人物二 爱情 人物一 春秋 中 一条 主要 线索,0
 谓 称 梅梅 夏东海 妈妈 妈 刘星 夏雨 人物一 人物二 阿姨 通用,0
 东海 人物二 刘星 人物一 做戏 没有 阻拦 夸 二人 演得,0
 刘星 劝 人物一 干脆 承认错误 人物一 同意 想 办法 筹钱 刘星 东西 拍卖 人物二 发现 刘星 险些 说漏嘴,0
 父亲 教育 人物一 刘星 夏雨 一起 认真 母亲 人物二 洗 一回 脚,0
 人物一 感动 说 大学毕业 第一个 月工资 献给 妈妈 遥远 人物二 欣慰,0
 夏东海 人物二 得知 消息 内心 暗自 焦虑 希望 越大 失望 越 担心 人物一 承受 不了 失败 打击,0
 亲人 夏祥 父亲 人物二 现任 老婆 玛丽 前妻 刘星 夏雨 儿子 人物一 女儿,0
 双喜临门 人物一 比赛 获奖 人物二 领了 奖金 夏家 可谓 双喜临门,0
 人物一 见 网友 引起 人物二 惊慌 人物一 安全 想尽 办法,0
 东海 了解 人物一 反常 行为 雇佣 刘星 跟踪 人物一 人物二 发现 刘星 行动诡秘 收买 夏雨来 跟踪 刘星,0
 儿媳妇 搞清楚 阵势 马上 说 老奶奶 脚肿 面包 已经 送 医院 人物二 东海 始知 刘星 人物一 祸 闯大,0
 人物一 家 邻居 爸爸 戴天 高是 人物二 高中同学,0
 小雪 家教 本来 拒绝 请 家教 人物一 欣然接受 人物二 请来 家教 张朝,0
 老妈 谢谢 人物二 迎合 女儿 人物一 喜好 恶补 猩猩 知识,0
 人物二 人际关系 家人 夏东海 丈夫 刘星 夏雨 儿子 人物一 女儿 胡一统 前夫,0
 不想 人物一 毕业 晚会 胸针 丢 非常 着急 人物二 并不知道 此事,0
 高傲 人物一 不愿 坦白 位置 人物二 夏东海 维护 人物一 面子 装做 知道,0
 亲人 夏祥 父亲 范晓 英 岳母 人物二 现任 老婆 玛丽 前妻 刘星 夏雨 儿子 人物一 女儿,0
 刘星 身份 人物二 儿子 夏雨 之兄 人物一 之弟,0
 人物一 妈妈 洗 一次 脚 人物二 受刑 难受,0
 人物二 得知 人物一 辞职 消息 女儿 不说 不好 点破,0
 夏雨 决心 找 淘淘 报仇 人物一 此事 告诉 夏东海 夏东海 人物二 连夜 商量 解决办法,0
 人物二 私下 了解 人物一 这家 医疗器械 公司 聘用 只不过 人物一 岗位 前台 接电话,0
 人物二 儿子 刘星 座位 最后 一排 夏雨 中间 人物一 座位 还算 前 老师 说 人物一 成绩 稳定 座位 跟着 成绩 调整,0
 花瓶 事件 人物一 小心 打碎 花瓶 人物二 没 批评 夸 勇于认错 奖励 一部 手机,0
 夏东海 人物二 想尽 办法 试图 帮助 人物一 重新 树起 信心,0
 人物二 没 拦住 人物一 只好 转过 头 劝 夏东海 人物一 倔强 孩子 只能 慢慢来,0
 猫鼠 之争 人物一 写 一篇 作文 研究 小老鼠 怕 老鼠 人物二 抱 一只 猫 镇定 小老鼠 意外 身亡,0
 人物二 每天 人物一 带上 饭菜 找 工作 夏东海 刻意 人物一 推荐 工作 机会 人物一 拒绝,0
 张朝 离开 夏家 不再 做 家教 时 人物一 极力 挽留 人物二 迷惑不解,0
 后来 人物一 网友 一起 回到 家中 家中 打开 网友 包一看 发现 里面 用于 自卫 武器 人物二 人物一 装备 有过之而无不及,0
 家有 儿女 Ⅲ 人物 介绍 人物一 岁 夏东海 长女 人物二 继女 夏雨 姐姐,0
 谓 称 叔叔 老夏 通用 夏东海 人物二 玛丽 爸爸 爸 老爸 人物一 刘星 夏雨 小哥 加 菲猫 爸爸 人物二,0
 人物一 参加 学校 毕业 晚会 东海 人物二 买 蝴蝶 胸针 借给 人物一 人物一 高兴,0
 后来 人物一 帮助 人物二 意识 问题,0
 人物二 人物 生活 人物二 婚姻 结构 年 月 师弟 李连杰 结婚 生有 两女 人物一 李苔蜜 年 离异,0
 人物二 人物 生活 人物二 婚姻 年 月 师弟 李连杰 结婚 生有 两女 人物一 李苔蜜 年 离异,0
 人物一 人物 生活 人物二 李连杰 母亲 关系 一直 非常 离婚 见到 李连杰 母亲 妈,0
 人物一 霍英东 长房 孙女 霍震寰 人物二 女儿,0
 人物一 社交活动 人物一 自小 十分 乖巧 读书 用功 深得 父亲 霍震寰 母亲 人物二 疼爱,0
 人物一 个人 背景 来头 霍英东 长房 孙女 霍震寰 人物二 女儿,0
 社交活动 人物一 自小 十分 乖巧 读书 用功 深得 父亲 霍震寰 母亲 人物二 疼爱,0
 人物二 毛远新 被捕 人物一 再婚 毛远志 去世,0
 面对 人物二 无理取闹 周总理 采取 息事宁人 态度 说 好哇 赵茂 峰 人物一 写个 检讨 说 发 通知 疏漏,0
 年 月 日 人物二 遗体 火化 人物一 没有 到场 人物二 亲属 没有 到场,0
 原来 人物二 精心安排 接见 之前 先 人物一 自然 张永生 见了面 两人作 初次 交谈,0
 得到 同意 人物一 筹办 人物二 寻觅 墓地 安葬,0
 毛泽东 人物二 人物一,0
 人物一 要求 不敢 贸然 人物二 开口 开口 毛远新 出面 人物二 谈 一招 往往 有效 人物二 毛远新 向来 有求必应,0
 人物二 唯一 女儿 妈妈 入土为安 人物一 自掏腰包 花 五六万 丧葬费,0
 肖力 人物一 毛泽东 人物二 结婚 后生 惟一 女儿 时年 岁 解放军报社 记者 不满 月,0
 说 人物一 岁 表明 可能 人物二 分手,0
 人物二 想 人物一 物色 一位 理想 对象 毛泽东 有言在先 希望 子女 不要 找 高干 子弟 做 对象,0
 严厉批评 人物二 不该 小女儿 人物一 学校 送 饼干,0
 人物二 骨灰盒 人物一 保存 一直 存放 家中,0
 家庭 里 毛泽东 夫人 人物二 儿子 毛岸英 毛岸青 女儿 李敏 人物一 侄儿 毛远新 毛岸英 妻子 刘思 齐,0
 人物二 看后 人物一 看一看,0
 第四章 毛泽东 人物二 人物一,0
 年 人物一 安葬 人物二,0
 当天 下午 毛泽东 人物二 唯一 女儿 人物一 医院 签署 死亡 通知书 同意 举行 形式 葬礼,0
 毛主席 一起 游泳 人物二 人物一 李敏 毛远新,0
 人物二 重庆 并未 毛泽东 住在一起 女儿 人物一 住 张治中 桂园,0
 客厅 一排 书橱 上面 放 父亲 毛泽东 母亲 人物二 照片 一张 延安 爸妈 抱 人物一 老照片,0
 豁达大度 毛泽东 尊重 女儿 自由选择 人物二 无法 推翻 人物一 徐 举行 一个 简朴 婚礼,0
 人物二 人物一,0
 第四章 人物二 姨妈 人物一 一家,0
 人物二 毛远新 亲生女儿 人物一,0
 那年 奉命 寻 人物一 人物 介绍 人物一 年 毛泽东 人物二 独生 女儿 生于 陕西 延安 籍贯 湖南 湘潭,0
 内容简介 毛泽东 一生 孩子 如今 健在 剩下 杨开慧 生 二 儿子 毛岸青 贺子珍 生 三 女儿 李敏 人物二 生 女儿 人物一,0
 毛泽东 笑 出声 使劲儿 侄儿 搂 怀 毛远新 毛泽东 人物二 人物一 合影 里,0
 办公室 主任 人物二 女儿 人物一 人物二 此事 闹 一气,0
 许明 同志 逼 自杀 事 同志 回忆 文章 中 讲 不谈 赵茂 峰 人物一 写 检查 却是 看出 人物二 用心,0
 人物一 执政 时期 景 宗初立 幼学 未 取得 官位 儒生 赵重 遇上 疏请 重定 人物二 名分 发配 咸镜道 三水 郡,0
 参与 史剧 同伊 拍摄 剧中 饰演 人物二 李素妍 饰 儿子 世子 人物一 第四十五 集 出场,0
 人物二 之死 人物一 影响 甚大 此后 不久 便 精神恍惚 做出 种种 怪异 行为,0
 年 月 日 人物二 北京 诞下 女儿 人物一,0
 年 人物二 举行 婚礼 同年 诞下 女儿 人物一,0
 年 月 日 人物二 贾乃亮 夫妇 带 女儿 人物一 参加 宝贝 聚会,0
 绑定 百度 钱包 人物一 年 月 日出 生于 北京 演员 贾乃亮 人物二 之女,0
 爱住 我家 演唱 贾乃亮 人物二 人物一,0
 霍启仁 人物二 霍震霆 季子 哥哥 人物一 霍启山,0
 长子 人物一 年 生于 香港 祖籍 广州 番禺 霍震霆 前妻 人物二 长子 霍英东 集团 副总裁,0
 人物一 年 月 日 生于 香港 祖籍 广州 番禺 霍震霆 前妻 人物二 长子,0
 人物一 年 月 日 生于 香港 祖籍 广州 番禺 霍震霆 前妻 人物二 长子,0
 年 月 人物二 首次 确认 郭晶晶 人物一 婚期 月,0
 人物二 婚后 全面 脱离 娱乐圈 并育 三子 人物一 霍启山 霍启,0
 人物一 爸爸 霍震霆 霍震霆 霍英东 长子 年 港姐 冠军 人物二 结婚,0
 婚宴 人物一 父母 霍震霆 人物二 郭晶晶 称赞 有加,0
 人物二 婚后 全面 脱离 娱乐圈 并育 三子 人物一 霍启山 霍启仁,0
 低调 准 爷爷 霍震霆 和准 婆婆 人物二 笑 默认 准 爸爸 人物一 更是 公开 宣称 接受 恭喜 接受 祝福,0
 昨天中午 时 人物二 医院 探望 孙子 戴着 太阳眼镜 名副其实 美丽 奶奶 问 人物一 是不是 一直 陪 郭晶晶,0
 人物 出处 人物二 高城壮一郎 之妻 人物一 母亲 华尔街 无人不知 超级 商人 休假 回国 时 壮一郎 认识 第二天 结婚,0
 家族 构成 女儿 人物一 妻子 人物二,0
 人物二 职业 学术 士 人物一 母亲,0
 末世 行 相关 人物 女主角 宫本丽 毒岛冴子 小室 葵 人物二 人物一 鞠川静香,0
 月 人物一 人物一 妈妈 人物二 一起 代言 滴露 洗手液 拍摄 电视广告 这是 滴露 品牌 进入 中国 首次 签约 代言人,0
 人物一 王岳伦 人物二 女儿,0
 胖乎乎 人物一 相当 惹人爱 人物二 透露 公主 已经 瘦 没 减肥 长高 抽条 瘦,0
 村长 哪鹅 安吉拉 人物一 年 月 日出 生于 中国 北京 主持人 人物二 导演 王岳伦 女儿 小名 恬恬,0
 日 李云迪 工体 新年 音乐会 亮相 工人 体育馆 人物二 人物一 到场 支持,0
 人物一 个人 生活 人物一 母亲 主持人 人物二 父亲 导演 王岳伦,0
 接受 记者 采访 时 人物二 表示 希望 人物一 进 演艺圈 从来 没有 打算,0
 伊能静 获得 年度 先锋 人物 大奖 王岳伦 人物二 女儿 人物一 一家 获得 年度 风尚 家庭 大奖,0
 萧冷 暗暗 喜欢 人物二 人物二 人物一 父 梁文靖 两情相悦 生下 人物一,0
 人物一 梁文靖 人物二 之子 自幼 聪明伶俐 父母 萧千绝 拆散 母亲 人物二 人物一 萧千绝 带走 父亲 梁文靖 萧千绝 杀死,0
 梁文靖 人物二 生子 人物一 人物一 自幼 顽劣 得罪 乡里 一家人 无立锥之地 决议 前往 人物二 故里 蒙古 大漠 定居,0
 人物二 阻 人物一 萧千绝 两败俱伤 飞身 抢入 二人 战团 终于 重伤 治 这令 人物一 痛不欲生,0
