sent,label
 活动 年表 年 月 农历 己亥 年 人物二 收 人物一 为徒 人物二 收 人物一 为徒,0
 年 月 人物二 收 人物一 为徒,0
 丁不四 想要 人物二 碧螺 岛 人物二 要求 传授 人物一 武功 打败 人物一 才行,0
 三人 江水 冲到 紫烟 岛 岛上 人物二 收 人物一 为徒 胜过 雪山 派 便 改名 史 亿刀 传授 金乌 刀法,0
 人物一 从中 救出 人物二 白阿绣 三人 流落 紫烟 岛 躲避 敌人 追捕,0
 众人 离开 人物一 找 不到 人物二 白阿绣 便 乘船 离开 紫烟 岛,0
 当船 快 海岸 时 人物一 发现 正要 跳海 人物二 绣 急忙 救 二人,0
 快到 碧螺 岛时 人物二 便 绣 一同 跳入 江中 人物一 救 江中 跳,0
 人物二 门下 第一位 女弟子 人物一 赵氏 高徒 名分 却是 争取,0
 拜师 困难 人物二 一度 不收 女 徒弟 人物一 拜师 难,0
 表演者 人物二 宋小宝 赵海燕 人物一,0
 人物一 主要 作品 刘老根 Ⅰ Ⅱ 乡村 爱情 乡村 名流 人物二 徒弟,0
 小品 捐助 人物二 沈阳 王小利 人物一 于洋,0
 人物一 阴差阳错 先 见到 人物二 人物二 颇为 满意 赶到 宋小宝 十分 失望,0
 人物二 很多 弟子 人物一 认识 人物二 年 首届 本山 杯 二人转 大赛,0
 人物一 没有 待遇 人物二 一度 不收 女 徒弟,0
 如今 人物一 王小宝 工作 原因 无法 继续 搭档 演出 人物一 目前 搭档 苏小龙 人物二 新收 一位 弟子,0
 人物二 坐下 坐 没事 放 行 人物一 衣服,0
 海燕 体 源自 年 辽宁 卫视 春晚 小品 相亲 中 人物二 赵海燕 人物一 宋小宝 之间 对话,0
 人物一 女 年 月 日 出生 辽宁省 黑山县 人物二 先生 号 弟子,0
 酒席 间 人物一 走 人物二 身边 壮着 胆子 人物二 说起 收徒 事情,0
 一等奖 小品 捐助 人物二 王小利 人物一 沈阳 于洋,0
 人物二 评价 女丑 国宝 人物一 一起 被誉为 本山 传媒 二人转 女演员 中 优秀 两位 女丑,0
 捐款 风波 人物一 人物二 十六 徒弟 人物一 女 年 月 日 出生 籍贯 辽宁省 黑山县,0
 人物一 人物二 十六 徒弟 人物一 女 年 月 日 出生 籍贯 辽宁省 黑山县,0
 人物一 拜师 困难 人物二 一度 不收 女 徒弟 人物一 拜师 难,0
 该剧 人物二 携 爱徒 沈阳 沈春阳 宋小宝 王小利 刘小光 赵海燕 关婷娜 人物一 出演,0
 人物二 同意 嘱咐 人物一 好好 带 一带 孩子 将来 出息,0
 结尾 时 人物一 人物二 突然 说 大哥 对得起 钱,0
 人物二 徒弟 宋小宝 赵海燕 人物一 表演 日期 年 月 日 农历 辛卯 兔年 腊月 二十九日,0
 人物二 中国 小品 王 人物一 唱 网络 歌曲 起家 歌手 两个 风马牛不相及 成为 师徒,0
 好男儿 人物二 导演 电视剧 关东 先生 主题曲 沈阳 人物一 演唱 担任 说唱,0
 歌曲 简介 年 年初 五 正式 拜师 人物二 之后 人物一 沈阳 成 师兄弟 歌曲 美 美 成为 两人 第一次 合作,0
 狼爱 上阳 取自 人物一 成名曲 歌名 师傅 人物二 最后 亲自 定 沈阳 狼 春阳 阳 狼爱 上阳 形象,0
 人物一 表示 大型 募捐 晚会 人物二 一个 休息厅 候场 借机 主动 人物二 打招呼,0
 师父 人物二 全力支持 亲自 指点 沈阳 人物一 成立 兄弟 组合 潮阳 兄弟 亮相 歌坛 计划 发行 两人 首张 专辑,0
 人物一 真维斯 娱乐 现场 记者 透露 人物二 当时 言称 干脆 身边 写歌 挺 喜欢 做 朋友,0
 记者 昨日 本山 传媒 集团 获悉 人物二 计划 力推 潮阳 兄弟 组合 人物一 沈阳 有望 搭档 春晚,0
 潮阳 兄弟 组合 火爆 人物二 沈阳 人物一 两位 弟子 信心十足 格外 关爱,0
 年 创作 演唱 歌曲 好男儿 选 做 人物二 新剧 关东 先生 人物一 照片 主题歌,0
 年 参加 中央电视台 艺苑 风景线 宋祖英 人物二 沈阳 周杰伦 人物一 歌星 同台 演出,0
 歌曲 简介 年 年初 五 正式 拜师 人物二 之后 人物一 沈阳 成 师兄弟 歌曲 美 美 成为 两人 第一次 合作,0
 年 月 日 参与 制作 人物一 狼 行天下 北京 演唱会 特邀嘉宾 人物二 沈阳,0
 好男儿 人物二 关东 先生 主题曲 沈阳 人物一 演唱 担任 说唱,0
 本山 传媒 基地 人物二 提到 潮阳 兄弟 组合 时 表示 有意 沈阳 人物一 春晚 一展歌喉,0
 人物一 人物二 首位 音乐 弟子 人物二 重点 培养 徒弟,0
 节目 录制 现场 首次 曝光 年 人物一 演唱会 现场 视频 人物二 亲自 登台 做 嘉宾 带 人物一 师弟 沈阳,0
 之后 人物一 走到 会 头衔 加上 一条 人物二 流行音乐 弟子,0
 人物二 中国 小品 王 人物一 唱 作人 两个 风马牛不相及 成为 师徒,0
 媒体 关注 人物二 人物一,0
 令 人物一 意想不到 这顿 酒 喝 简单 竟然 人物二 动 收到 门下 念头,0
 那次 相遇 之后 人物一 人物二 经常 联系,0
 偶像 侯宝林 人物二 郭德纲 沈阳 庞龙 人物一,0
 年 正月初五 人物一 正式 拜 人物二 门下 成为 中国 小品 王 徒弟,0
 人物一 这位 音乐 弟子 人物二 老师 有何 交集,0
 年 月 日 参与 人物一 狼 行天下 北京 演唱会 特邀嘉宾 人物二 沈阳,0
 年 人物二 更是 人物一 推荐 春晚 导演组 成功 登上 虎年 春晚 舞台,0
 一个月 之后 人物一 专程去 趟 沈阳 看望 人物二 一次 两人 相谈甚欢 喝酒 喝 凌晨 四点,0
 个人 生活 说起 人物二 徒弟 最先 想到 恐怕 沈 人物一 张,0
 人物一 个人 生活 说起 人物二 徒弟 最先 想到 恐怕 沈 人物一 张,0
 拜师 人物二 之后 原本 歌坛 孤军奋战 人物一 终于 找到 靠山 公开 露脸 机会 越来越,0
 人物一 沈阳 沈春阳 丫蛋 王金龙 打造 音乐 小品 真的 想 回家 惹 观众 洒泪 值得一提的是 作品 人物二 亲自 把关,0
 人物二 说出 两份 封神榜 单 真相 人物一 拒绝接受 投海 自尽,0
 玉虚宫 人物一 人物二 门人,0
 人物一 人物二 门人,0
 人物一 使出 断头 术 骗 姜子牙 封神榜 人物二 阻止,0
 人物二 决定 商周 大战 完成 封神 大计 三个 门徒 姜子牙 人物一 玉鼎 真人 各领 师命 下山,0
 阐教 弟子 人物二 偏袒 姜子牙 人物一 嫉妒 姜子牙 手掌 封神 大权 挑动 大批 高人 对付 姜子牙 西岐 方面 造成 巨大 困难,0
 南极 仙翁 阐教大 弟子 随侍 人物二 人物一 迷惑 姜子牙 时 出手 解围,0
 姜子牙 帮 人物一 求情 人物二 放 人物一,0
 年 夏初 人物二 弟子 人物一 安阳 北郊 年 月 日 凌晨 人物二 仙逝 于北效 佛祖 寺,0
 年 夏初 吴青云 弟子 人物一 安阳 北郊 年 月 日 凌晨 人物二 仙逝 于北效 佛祖 寺,0
 人物二 有个 徒弟 人物一 安阳 年 夏天 吴老 提出 殷墟 发源地 安阳 清修 一段时间 徒弟 顺应 师命 师傅 延安 接至 安阳,0
 人物一 人物二 师傅 太 对不起 忽悠 智商 太低 学不着 玩意儿,0
 人物一 个人 生活 恩爱 时刻 年 月 日 人物二 徒弟 人物一 张可 结婚 年 补办 结婚仪式,0
 小品 功夫 人物二 范伟 蔡维利 人物一,0
 人物一 出 生于 年 月 日 辽宁省 辽阳县 著名 二人转 演员 著名 喜剧 大师 人物二 先生 位 徒弟,0
 个人 生活 家庭 年 月 日 人物二 徒弟 人物一 张可 结婚 年 补办 结婚仪式,0
 感情 人物一 张可 婚礼 人物一 张可 当年 一起 学 二人转 年 俩 拜 人物二 为师,0
 张可 感情 人物一 张可 婚礼 人物一 张可 当年 一起 学 二人转 年 俩 拜 人物二 为师,0
 饰演者 信息 人物一 二人转 演员 出身 人物二 第十个 徒弟,0
 小品 功夫 演员 人物二 范伟 蔡维利 人物一,0
 人物二 蔡维利 人物一 上场,0
 人物二 弟子 人物一 京 结婚 丫蛋 老公 王金龙 携 爱子 现身 支持 会场 玩起 舌 吻 引得 全场 大笑,0
 金盆洗手 人物二 今晚 率领 弟子 王小利 丫蛋 人物一 亮相 深圳 卫视 年代 秀,0
 张可 年 月 日出 生于 辽宁省 辽阳市 二人转 演员 人物二 徒弟 人物一 第十个 徒弟 搭档 人物一 爱妻,0
 人物一 张可 北京 大婚 张 人物一 主要 作品 人物二 徒弟,0
 赵家 班 人物一 人物一 二人转 演员 出身 人物二 第十个 徒弟,0
 人物一 著名 二人转 演员 著名 喜剧 大师 人物二 先生 位 徒弟,0
 昨日 人物二 弟子 人物一 京 结婚 丫蛋 老公 王金龙 携 爱子 现身 支持 会场 玩起 舌 吻 引得 全场 大笑,0
 张可 个人 生活 张可 家庭 年 月 日 人物二 徒弟 人物一 张可 结婚 年 补办 结婚仪式,0
 年 月 日 人物二 爱徒 人物一 张可 北京 举行 婚礼,0
 李大国 饰演者 信息 人物一 二人转 演员 出身 人物二 第十个 徒弟,0
 表演者 人物二 范伟 蔡维利 人物一,0
 婚礼 当天 人物二 没有 现身 人物一 解释 说 师傅 师兄弟 太忙,0
 人物一 说 增长 本领 才干 不愧 人物二 徒弟 称谓,0
 人物一 个人 履历 本山 传媒 人物一 早 师傅 人物二 春晚 人物一 最近 北京 演出 照片,0
 婚姻状况 恩爱 时刻 年 月 日 人物二 徒弟 人物一 张可 结婚 年 补办 结婚仪式,0
 饰演者 信息 人物一 二人转 演员 出身 人物二 第十个 徒弟,0
 小品 功夫 演员 人物二 范伟 蔡维利 人物一 小品 浪漫 事,0
 人物二 弟子 青衣 乌公 黑穴公 秀眉 公 人物一 离患公 太足君 高丘子 不肯,0
 秀眉 公 人物 简介 人物二 弟子 青衣 乌公 黑穴公 秀眉 公 人物一 离患公 太足君 高丘子 不肯,0
 人物 简介 人物二 弟子 青衣 乌公 黑穴公 秀眉 公 人物一 离患公 太足君 高丘子 不肯,0
 神 小龙女 程英 人物一 人物二 刘瑛 公孙绿萼,0
 小龙女 人物一 程英 公孙绿萼 郭 芙 人物二 红 凌波 一个 跑不掉,0
 少年 发誓 决计 不会 姑姑 独守 十六年 寂寞 人物二 闲身 空恨 不会 程英 人物一 苦熬 年华,0
 数日 人物一 回来 言道 人物二 要来 袭 杨过 不愿 独自 逃走 一起 准备 对付 人物二,0
 一直 神雕侠侣 杨过 程英 人物一 赤练 仙子 人物二 追赶 北方 时 冯默风 正式 登场,0
 神 小龙女 程瑛 人物一 人物二 刘瑛 公孙绿萼,0
 古墓 后应 直接 程瑛 家 人物二 收 程瑛 人物一 五毒 秘传 玉 萧剑 谱,0
 后来 程英 杨过 人物一 遭遇 人物二 黄药师 便 帮助 解围,0
 性格 人物一 掉换 境遇 恐怕 绝 不肯 曲意 讨好 人物二,0
 第四代 洪凌波 人物一 俩 师从 人物二 杨过 师从 小龙女,0
 杨过 来到 谷中后 见到 程英 人物一 人物二 正在 动手 杨过 救 中情 花毒,0
 洪凌波 得到 人物二 真传 武艺 弱 程英 人物一 姊妹 之上,0
 程瑛 居 人物二 收 程瑛 人物一 五毒 秘传 玉 萧剑 谱,0
 洪凌波 故事 中 孝敬 尊重 师傅 人物二 善待 师妹 人物一,0
 洪凌波 得到 人物二 真传 武艺 弱 程英 人物一 姊妹 之上,0
 人物二 於 绝情谷 身中 情花 之毒 武氏兄弟 程英 人物一 围攻 最终 葬身 於 火海 之中,0
 曾斗 人物二 公孙止 人物一 程英 洪凌波,0
 重生 杨过 内容简介 人物二 收 郭芙收 小龙女 收 人物一 收,0
 年 刘德华 版 杨过杨 来到 谷中后 见到 程英 人物一 人物二 正在 动手 杨过 救 中情 花毒,0
 第四代 洪凌波 人物一 两人 师从 人物二 杨过 师从 小龙女,0
 论语 颜渊 里 人物二 回答 人物一 问 辨惑 时 讲 分辨是非 之道 自修 自戒,0
 人物一 离开 人物二 说 小人 樊须,0
 人物二 回答 认为 参加 农业 生产 小人 应作 事情 人物一 未来 统治者 不应 过问,0
 人物一 人物二 请教 种 庄稼,0
 人物一 人物二 七十二 贤弟 子内 重要 人物 继承 人物二 兴办 私学 儒家 学派 广受 推崇 朝代 享有 高 礼遇,0
 人物二 带领 弟子 周游列国 经历 新郑 之病 不得不 住 几月 弟子 人物一 问 人物二 干 农活,0
 人物一 人物二 学生 名须 字子 迟,0
 论语 第十三章 中 记载 人物二 弟子 一段 对话 人物一 问仁 子 曰 居处 恭 执事 敬 人忠,0
 樊刿 当代 年轻 学者 诗人 作家 江西 九江 人物二 七十二 贤人 弟子 人物一 第七十七 代 传人,0
 人物二 弟子 人物一 人物二 请教 种 庄稼 人物二 说 老农,0
 人物一 请教 种菜 人物二 说 菜农,0
 人物二 毫不客气 指责 想学种 庄稼 种菜 人物一 小人 清楚 看出 教育 思想,0
 人物一 出去 人物二 却说 小人 樊须,0
 人物一 人物二 七十二 贤弟 子内 重要 人物 继承 人物二 兴办 私学 儒家 学派 广受 推崇 朝代 享有 高 礼遇,0
 人物二 答 人物一 问孝 回话 生 事之以 礼 死 葬 以礼 祭之以 礼 中 可知 丧葬 祭祀 之礼 孝道 一环 孝思 体现,0
 人物一 人物一 墓 人物二 去世 人物一 闵子 名损 字子 骞 宓子 名 不齐 字子 贱 来棠 鱼台县 境内 办学 传道 济水 一带,0
 息争 作品 翻译 从前 人物二 学生 德行 突出 政事 突出 语言 文学 突出 粗俗 人物一 狂妄 曾点,0
 人物一 问知 人物二 曰 务民之义 敬鬼神而远之 可谓 知矣,0
 人物一 请学稼 人物二 曰 吾 老农,0
 学生 人物一 问 智 人物二 答 知 论语 颜渊,0
 人物二 力倡 爱人 人物一 问 仁 人物二 回答 爱人 论语 颜渊,0
 人物二 弟子 冉有 没 老师 失望 带 周父 人物一 积极 备战 派 武城 三百 守住 宫门 驻扎 南面 城门 雩 门 外面,0
